-armig;-karú
nicht dass ich wüßte;fogalmam sincs
nicht einmal ...;még ... sem
nicht ganz auf der Höhe sein;nincs a legjobb formában
nicht im geringsten;legkevésbé sem
nicht im mindesten;a legkevésbé sem
nicht lange und er kam;nemsokára jött
nicht mehr;többé nem
nicht mehr;már nem
nicht sonderlich geschickt;nem valami ügyes
nicht übel;nem rossz
nicht viel Federlesens machen;nem sokat teketóriázik
nicht von der Stelle kommen;nem halad
nicht wahr ?;ugyebár ?
nicht wahr ?;ugye ?
nicht wahr ?;nemde ?
nicht wahr ?;igaz ?
nicht zu bessern;javíthatatlan
Nichte (e);unokahúg
nichtentsprechend;nem megfelelő
nichtig;semmitmondó
nichtig;semmis
nichtig;érvénytelen
nichtig;értéktelen
Nichtigkeit (e);semmiség
Nichtraucher (r);nem dohányzó
nichts;semmi
nichtsahnend;gyanútlan
nichtsbedeutend;jelentéktelen
nichtsdestoweniger;nemkevésbé
nichtsdestoweniger;mindazonáltal
Nichtsnutz (r);mihaszna
nichtssagend;semmitmondó
Nichtstuerei (e);tétlenség
Nichtstuerei (e);semmittevés
nichtswürdig;senkiházi
nichtswürdig;semmirekellő
Nichtzutreffendes streichen !;a nem kívánt rész törlendő !
nicken;bólintgat
nicken;bólint
nicken;bóbiskol
nicken;bivccent
nie;sohasem
nie;soha
nieder;lefelé
nieder;alsórendű
nieder;alsórendü
nieder;alsófokú
nieder;alsó
nieder;alacsony
nieder;alá
niederbeugen (s.);meghajol
niederbeugen (s.);lehajol
niederdrücken;lever
niederdrücken;lenyom
niederdrücken;elnyom
niederdrücken;elfojt
niederes Land;alföld
Niedergang (r);lemenet
Niedergang (r);hanyatlás
niedergehen;leszáll
niedergehen;lemegy
niedergehen;alászáll
niedergeschlagen;levert
niedergeschlagen;csüggedt
niederkommen;szül
Niederkunft (e);szülés
Niederlage (e);vereség
Niederlage (e);lerakat
Niederlage (e);elhelyezés
Niederlande (Pl.);Németalföld
niederlassen;leereszt
niederlassen;lebocsát
niederlassen s.;leül
niederlassen s.;letelepedik
niederlassen s.;leereszkedik
niederländisch;németalföldi
niederlegen;letesz
niederlegen;lerögzít
niederlegen;lerak
niederlegen;lemond
niederlegen;lefektet
niederlegen s.;lefekszik
niederreißen;letép
niederreißen;leszaggat
niederreißen;lebont
Niederschlag (r);leütés
Niederschlag (r);kiütés
Niederschlag (r);csapadék
niederschlagen;lever
niederschlagen;leüt
niederschlagen;leterít
niederschlagen s.;leülepedik
niederschlagen s.;kicsapódik
niedersetzen;leültet
niedersetzen;letesz
niedersetzen s.;leül
niedersitzen;leül
niedersitzen;letelepszik
niederstrecken;leterít
niederstrecken s.;elterül
niederträchtig;galád
niederträchtig;alávaló
Niederung (e);lapály
niederwärts;lefelé
niederwerfen;vet
niederwerfen;lever
niederwerfen;ledob
niedlich;takaros
niedlich;csinos
niedrig;alacsony
niemals;sohasem
niemals;soha
niemand;senki
niemand will es gewesen sein;senki sem vállalja, hogy ő tette
niemand will es gewesen sein;senki sem vállalja
niemand will es gewesen sein;hogy ő tette
Niere (e);vese
Nierenbraten (r);vesepecsenye
niesen;tüsszent
Niet (r)(s);szegecs
nieten;megszegecsel
Nikolaus;Miklós
Nil (r);Nílus
Nilpferd;víziló
Nilpferd (s);víziló
nimmer;sohasem
nimmer;soha
Nimmersatt (r);telhetetlen
nippen;kortyint
nippen;csipeget
nirgendhin;sehova
nirgends;seholsem
nirgends;sehol
nirgendshin;sehova
Nische (e);fülke
Nische (e);falbemélyedés
nisten;fészkel
Niveau;színvonal
Niveau;nívó
Niveau (s);színvonal
Niveau (s);nívó
niveauvoll;színvonalas
Nixe (e);sellő
Nixe (e);hableány
nobel;nemes
nobel;nagyvonalú
nobel;nagystílű
nobel;nagystílü
nobel;előkelő
noch;még
noch nicht;még nem
noch nicht;még ne
noch so;bármilyen
nochmalig;ismételt
nochmals;még egyszer
Nockerl;nokedli
Nockerl;galuska
Nockerl (s);nokedli
Nockerl (s);galuska
Nomade (r);nomád
Nominalwert (r);névérték
nominell;névleges
Nonne (e);apáca
Nord;észak
Nordamerika;Észak-Amerika
Norden;észak (világtáj)
Norden (r);Észak (vidék)
nordisch;északi
Nordkap;Északi-fok
Nordkap (s);Északi-fok
Nordländer (r);északi (ember)
Nordost;északkelet
Nordosten;északkelet
nordöstlich;északkeletre
nordöstlich;északkeleti
nordöstlich;északkeleten
Nordpol (r);Északi-sark
Nordsee (e);Északi-tenger
nordwärts;észak felé
Nordwest;északnyugat
Nordwesten;északnyugat
nordwestlich;északnyugatra
nordwestlich;északnyugaton
nordwestlich;északnyugati
Norm (e);szabvány
Norm (e);szabály
Norm (e);norma
normal;normális
normal;normál
normen;szabványosít
Norwegen;Norvégia
Norweger (r);norvég (ember)
norwegisch;norvég
Not (e);szükségesség
Not (e);szükség
Not (e);szorultság
Not (e);kényszerüség
Not (e);baj
Not leiden an etw.;szűkölködik vmiben
Not leiden an etw.;szükölködik vmiben
Notar (r);közjegyző
Notar (r);jegyző
Notausgang (r);vészkijárat
Notbett;pótágy
Notbett (s);pótágy
Notbremse (e);vészfék
Notdurft (e);szükséglet
notdürftig;szűkös
notdürftig;szükös
Note (e);számla
Note (e);osztályzat
Note (e);kotta
Note (e);jegyzet
Note (e);jegyzék
Note (e);jegy
Note (e);hangjegy
Note (e);bankjegy
Notebank (e);jegybank
notfalls;szükség esetén
Notgeschrei;segélykiáltás
Notgeschrei (s);segélykiáltás
Nothelfer (r);elsősegélynyújtó
notieren;feljegyez
Notiz (e);tudomás
Notiz (e);jegyzet
Notiz (e);feljegyzés
Notizbuch;notesz
Notizbuch;jegyzetfüzet
Notizbuch (s);notesz
Notizbuch (s);jegyzetfüzet
Notlage (e);kényszerhelyzet
Notlandung (e);kényszerleszállás
notleidend;szűkölködő
notleidend;szükölködő
notleidend;ínséges
Notleine (e);mentőkötél
Notruftelefon;segélykérő telefon
Notsitz (r);pótülés
Notwehr (e);önvédelem
notwendig;szükséges
Novelle (e);novella
November (r);november
nördlich;északi
nördlich des Meeres;a tengertől északra
nördlich vom Meere;a tengertől északra
nörgeln;akadékoskodik
nötig;szükséges
nötig;kellő
nötigen;unszol
nötigen;kényszerít
nötigen;biztat
nötigenfalls;szükség esetén
Nr. (Nummer);sz. (szám)
Nu;egyszeriben
Nu;egy pillanat alatt
Nu;egy csapásra
Nu (s);egyszeriben
Nu (s);egy pillanat alatt
Nu (s);egy csapásra
Nudeln (e);metélt
null;zérus
null;nulla
Null (e);zérus (számjegy)
Null (e);semmiség
Null (e);semmi
Null (e);nulla
null und nichig;semmis
null und nichig;érvénytelen
numerieren;megszámoz
numerisch;számszerű
numerisch;számszerü
numerisch;számbeli
Nummer (e);számjegy
Nummer (e);szám
Nummernschild;rendszámtábla
nun;nos hát
nun;most
nun;miután
nun;minthogy
nun;már most
nun;ekkor
nun;aztán
nun aber;igen ám
nun aber;ámde
nun denn !;lássuk csak !
nun denn !;ám legyen !
nun einmal;így hát
nun gerade;csak azért is
nun gilt es das Leben;nem babra megy
nun gilt es das Leben;élet-halál kérdése
nun mehr eine Stunde;már csak egy óráig
nun noch eine Stunde;már csak egy óráig
nunmehr;most már
nunmehr;most aztán
nunmehr;immár
nur;ugyan
nur;csupán
nur;csakis
nur;csak
nur;bárcsak
nur;bár
nur dann, wenn;csakis
nur mehr;már csak
nur Mut gefaßt !;csak bátran !
nur sachte !;csak lassan !
nur zu !;rajta !
nur zu !;nosza !
Nuß (e);dió
Nußkern (r);dióbél
Nußknacker (r);diótörő
Nußschale (e);dióhéj
nutzbar;felhasználható
nutzbar machen;hasznosít
nutzen;kihasznál
nutzen;hasznot hoz
nutzen;hasznára van
nutzen;használ
Nutzen (r);nyereség
Nutzen (r);haszon
nutzlos;hiábavaló
nutzlos;haszontalan
Nutzpflanze (e);haszonnövény
nüchtern;üres (gyomor)
nüchtern;józan
nüchternen Magens;üres gyomorral
nüchternen Magens;étlen
Nüster (e);orrlyuk (állaté)
nützen;ld. nutzen
nützlich;hasznos
O (Osten);K (Kelet)
Oase (e);oázis
ob;vajon
ob;miatt
ob;hogy
ob;ha
ob;fölött
ob;felett
ob;-e
ob ..., ob ...;akár ..., akár ...
ob ..., ob ...;akár ...
ob +D;fölött
ob +D;felett
ob +G;miatt
Obdach;menedék
Obdach;hajlék
Obdach (s);menedék
Obdach (s);hajlék
obdachlos;hajléktalan
oben;fent
oben;fenn
oben;felül
obenan;legfelül
obendrauf;legtetejére
obendrauf;legfelülre
obendrauf;legfelül
obendrein;ráadásul
obendrein;azonfelül
ober;felsőbb
ober;felső
Ober (r);ld. Oberkellner
Ober (r);felső (kártya)
Oberarm (r);felsőkar
Oberarm (r);felkar
Oberfläche (e);felület
Oberfläche (e);felszín
oberflächlich;felületi
oberflächlich;felületes
oberflächlich;felszíni
oberflächlich;felszínes
oberhalb;fölött
oberhalb;fent
oberhalb;fenn
oberhalb;felül
oberhalb;felett
oberhalb +G;fölött
oberhalb +G;felett
Oberhaupt;fő
Oberhaupt;feje vminek
Oberhaupt (s);fő
Oberhaupt (s);feje vminek
oberirdisch;föld feletti
Oberkellner (r);főpincér
Oberkörper (r);felsőtest
Oberleutnant (r);főhadnagy
Oberlicht;felső világítás
Oberlicht (s);felső világítás
Oberösterreich;Felső-Ausztria
Oberrock (r);felsőkabát
Oberrock (r);felöltő
Oberst (r);ezredes
Oberstufe (e);felsőfok
Oberstufe (e);felső tagozat
Oberteil (r)(s);felsőrész
oberwärts;felfelé
obgenannt;fent nevezett
obgenannt;fent említett
Obhut (e);oltalom
Obhut (e);gondozás
obig;fenti
obig;fentebb
Objekt;tárgy
Objekt (s);tárgy
objektiv;tárgyilagos
objektiv;objektív
Oblate (e);ostya
obliegen;vminek szenteli magát
obliegen;végez vmit
obliegen;foglalkozik vmivel
Obmann (r);vezető
Obmann (r);bizalmi (ember)
Obrigkeit (e);felsőbbség
Obrigkeit (e);felettes hatóság
Obsorge (e);gondozás
Obsorge (e);gondoskodás
Obst;gyümölcs
Obst (s);gyümölcs
Obst hält sich nicht;a gyümölcs nem áll el
Obstbaum (r);gyümölcsfa
Obstgarten (r);gyümölcsöskert
Obstladen (r);gyümölcsbolt
Obstsaft (r);gyümölcslé
obwalten;uralkodik
obwalten;fennál
obwohl;noha
obwohl;jóllehet
obwohl;habár
obwohl;bár
obwohl;ámbár
Ochse (r);ökör
Ode (e);óda
oder;vagy
Oder (e);Odera
oder aber;vagy pedig
oder auch;vagy inkább
oder auch;illetve
Ofen;Buda
Ofen (r);tüzhely
Ofen (r);kemence
Ofen (r);kályha
offen;tárva
offen;tárt
offen;őszinte
offen;nyitva
offen;nyitott
offen;nyílt
offen gesagt;őszintén szólva
offen gesagt;az igazat megvallva
offen gestanden;őszinén szólva
offen gestanden;az igazat megvallva
offenbar;nyilvánvaló
offenbaren;kinyilvánít
offenbaren;kinyilatkoztat
offenbaren;kijelent
offenbaren;felfed
offenbaren s.;megnyilvánul
offenbaren s.;megnyilatkozik
offener Wein;folyó bor
Offenheit (e);nyíltság
offenherzig;nyíltszívű
offenherzig;nyíltszívü
offenkundig;köztudomású
offenlassen;nyitva hagy
offensichtlich;ld. offenbar
Offensive (e);offenzíva
offiziell;hivatalos
Offizier (r);katonatiszt
offiziös;félhivatalos
oft;sokszor
oft;gyakran
oftmalig;többszörös
oftmalig;gyakori
oftmals;sokszor
oftmals;gyakran
Oheim (r);nagybácsi
Oheim (r);bácsi
Ohm (r);nagybácsi
Ohm (r);bácsi
ohne;-tlenül
ohne;-tlanul
ohne;-telenül
ohne;-talanul
ohne;nélkül
ohne;anélkül
ohne +A;-tlanul, -talanul, -tlenül, -telenül
ohne +A;nélkül
ohne Anstand;minden további nélkül
ohne Bedenken;habozás nélkül
ohne dass ...;hogy ...
ohne dass ...;anélkül
ohne daß ...;anélkül, hogy ...
ohne Hehl;minden titkolózás nélkül
ohne mit der Wimper zu zucken;szemrebbenés nélkül
ohne mit einer Wimper zu zucken;szemrebbenés nélkül
ohne Not;szükségtelenül
ohne Not;ok nélkül
ohne Umschweife;kertelés nélkül
ohne Umschweife;egyenesen
ohne Umweg;egyenes úton
ohne Unterlaß;szüntelenül
ohne Verschub;haladéktalanul
ohne viel Wesens;minden teketória nélkül
ohne weiteres;minden további nélkül
ohnedies;ld. ohnehin
ohnehin;úgyis
ohnehin;különben is
ohnehin;amúgy is
Ohnmacht (e);tehetetlenség
Ohnmacht (e);ájulás
ohnmächtig;eszméletlen
ohnmähtig;tehetetlen
ohnmähtig;alélt
ohnmähtig;ájult
ohnmähtig werden;elájul
Ohr;fül
Ohr (s);fül
ohrenbetäubend;fülsiketítő
Ohrensausen;fülzúgás
Ohrensausen (s);fülzúgás
Ohrfeige (e);pofon
ohrfeigen;pofon vág
ohrfeigen;megpofoz
ohrfeigen;felpofoz
Ohrgehänge;fülbevaló
Ohrgehänge (s);fülbevaló
Ohrläppchen;fülcimpa
Ohrläppchen (s);fülcimpa
Ohrmuschel (e);fülkagyló
okkasionel;alkalmi
okkupieren;megszáll
okkupieren;elfoglal
Oktober (r);október
okulieren;szemez
Olive (e);olajfa
olympisch;olimpiai
Omelett;tojáslepény
Omelett;omlett
Omelett (s);tojáslepény
Omelett (s);omlett
Omnibus (r);busz
Onkel (r);nagybácsi
Onkel (r);bácsi
Oper (e);opera
Operation (e);operáció
Operation (e);müvelet
Operation (e);mütét
Operation (e);hadmüvelet
Operette (e);operett
operieren;ténykedik
operieren;működik
operieren;müködik
operieren;megoperál
operieren;megműt
operieren;megmüt
Opernglas;színházi látcső
Opernglas (s);színházi látcső
Opernhaus;operaház
Opernhaus (s);operaház
Opernsänger (r);operaénekes
Opfer;áldozat
Opfer (s);áldozat
opfern;feláldoz
opfervoll;áldozatos
opponieren;ellenkezik
opponieren;ellenez
oppositionell;ellenzéki
Optik (e);optika
Optik (e);fénytan
Optiker (r);látszerész
orange;narancsszínű
orange;narancsszínü
orange;narancssárga
Orange (e);narancs
Orange (s);narancssárga (szín)
Orchester;zenekar
Orchester (s);zenekar
Orden (r);szerzetesrend
Orden (r);rendjel
Orden (r);lovagrend
Orden (r);érdemrend
ordentlich;szabályos
ordentlich;rendes
ordentlich;gondos
ordentlich;derekas
ordentlich;alapos
Ordination (e);orvosi rendelő
Ordination (e);orvosi rendelés
ordinär;szokásos
ordinär;mindennapi
ordinär;közönséges
ordinieren;rendel (orvos)
ordnen;rendbehoz
ordnen;elrendez
ordnen;elrendel
ordnen;előír
ordnen s.;rendbejön
ordnen s.;elrendeződik
Ordnung (e);rend
Ordnung machen;rendet rak
ordnungsgemäß;szabályszerű
ordnungsgemäß;szabályszerü
ordnungsgemäß;rendes
ordnungshalber;a rend kedvéért
ordnungswidrig;szabálytalan
ordnungswidrig;rendellenes
Organ;szerv
Organ;orgánum
Organ;közeg
Organ;hang
Organ (s);szerv
Organ (s);orgánum
Organ (s);közeg
Organ (s);hang
Organisation (e);szervezkedés
Organisation (e);szervezet
Organisation (e);szervezés
organisatorisch;szervezeti
organisch;szervi
organisch;szerves
organisieren;megszervez
Organismus;organizmus
Organismus;élő szervezet
Organismus (s);organizmus
Organismus (s);élő szervezet
Organist (r);orgonista
Orgel (e);orgona (hangszer)
Orient (r);kelet
orientalisch;keleties
orientalisch;keleti
orientieren;tájékoztat
orientieren s.;tájékozódik
orientiert;tájékozott
Orientierung (e);tájékoztatás
Orientierung (e);tájékozódás
original;sajátos
original;eredeti
Originalität (e);sajátosság
Originalität (e);eredetiség
originell;ld. original
Ornament;díszítmény
Ornament;díszítés
Ornament;dísz
Ornament (s);díszítmény
Ornament (s);díszítés
Ornament (s);dísz
Ort (r);hely
Ortographie (e);ortográfia
Ortographie (e);helyesírás
Ortophäde (r);ortopédorvos
Ortophäde (r);ortopéd szakorvos
ortsansässig;helybeli
Ortsbehörde (e);helyi hatóság
Ortschaft (e);helység
ortsfest;helyhez kötött
Ortsgespräch;helyi beszélgetés
Ortsgespräch (s);helyi beszélgetés
Ortsgruppe (e);helyi szervezet
Ortsgruppe (e);helyi csoport
Ortskunde (e);helyismeret
Ortsname (r);helységnév
Ortstafel (e);helységtábla
Ortstafel (e);helységnévtábla
ortsüblich;szokásos
Ost;kelet
Ostbahnhof (r);Keleti Pályaudvar
Osten;kelet (világtáj)
Osten (r);Kelet (vidék)
ostentativ;tüntető
ostentativ;kihívó
Osterei;húsvéti tojás
Osterei (s);húsvéti tojás
Ostern;húsvét
Ostern (s);húsvét
Osteuropa;Kelet-Európa
osteuropäisch;kelet-európai
osthin;keletnek
osthin;kelet felé
ostwärts;keletre
ostwärts;kelet felé
Otter (e);vipera
Otter (r);vidra
Ouvertüre (e);nyitány
oval;ovális
Overall (r);overall
Overall (r);munkásruha
Ozean (r);óceán
Ozon;ózon
Ozon (s);ózon
Ozonloch;ózonlyuk
Ozonloch (s);ózonlyuk
Ozonschicht (e);ózonréteg
öde;sivár
öde;puszta
öde;magányos
Öde (e);sivatag
Öde (e);sivárság
Öde (e);pusztaság
Öde (e);egyhangúság
Ödenburg;Sopron
öffenltiche Bibliothek;közkönyvtár
öffentlich;nyilvános
öffentlich;nyílt
öffentlich;köz-
öffnen;megnyit
öffnen;kinyit
öffnen;kibont
öffnen;felnyit
öffnen;felbont
öffnen s.;kinyílik
öffnen s.;felnyílik
Öffnung (e);nyílás
Öffnung (e);megnyitás
Öffnung (e);kinyitás
Öffnung (e);felnyitás
öfter;többszöri
öfter;gyakori
öfters;gyakran
öfters;gyakorta
Öhr (s);lyuk
Öhr (s);fül
Öhr (s);fok
Öhr (s);fogó
Öhr (s);fogantyú
Ökonom (r);ökonómus
Ökonom (r);mezőgazdász
Ökonom (r);közgazdász
Ökonomie (e);ökonómia
Ökonomie (e);közgazdaságtan
Ökonomie (e);észszerü gazdálkodás
ökonomisch;ökonomikus
ökonomisch;közgazdasági
ökonomisch;gazdaságos
Öl (s);olaj
Ölbild (s);olajfestmény
ölen;megolajoz
ölen;beolajoz
Ölgewächse (Pl.);olajosnövények
Ölheizung (e);olajfütés
Ölsaaten (Pl.);olajosmagvak
Ölsardine (e);olajos szardínia
Ölstand (r);olajszint
Örter (r);navigátor
örtlich;helyi
Öse (e);ld. Öhr
Österreich;Ausztria
Österreicher (r);osztrák (ember)
österreichisch;osztrák
österreichisch;ausztriai
östlich;keleti
p.A. (per Adresse);címén
paar;páros
paar;pár
paar;néhány
Paar (s);pár
paaren;párosít
paaren s.;párosul
paaren s.;párosodik
paarig;páros
Paarlaufen;páros műkorcsolyázás (sp)
Paarlaufen (s);páros mükorcsolyázás (sp)
paarmal;párszor
Pacht (e);haszonbér
Pacht (e);bérlet
pachten;bérel
pachten;bérbe vesz
Pack;csőcselék
Pack;banda
Pack (r);köteg
Pack (r);csomag
Pack (s);csőcselék
Pack (s);banda
packen;megragad
packen;megfog
packen;csomagol
packen s.;elhordja magát
packend;megkapó
packend;lebilincselő
Packpapier;csomagolópapír
Packpapier (s);csomagolópapír
Packtier;málhás állat
Packtier (s);málhás állat
Packträger (r);hordár
Packung (e);göngyöleg
Packung (e);csomagolás
Packung (e);burkolat
Packung (e);borogatás
Paddelboot;kajak (sp)
Paddelboot (s);kajak (sp)
paddeln;kanalaz (evezésnél)
Page (r);boy
Page (r);apród
Paket;csomag
Paket (s);csomag
Paketannahme (e);csomagfelvétel
Paketausgabe (e);csomagkiadás
Pakistan;Pakisztán
Pakt (r);szerződés
Pakt (r);paktum
Pakt (r);egyezmény
paktieren;szerződik
paktieren;megállapodik
Palast (r);palota
Palatschinke (e);palacsinta
Palme (e);pálma
panieren;paníroz
panieren;kiránt
Panne (e);defekt
Pannendreieck;elakadásjelző háromszög
Panther (r);párduc
Pantoffel (r);papucs
Panzer (r);vért
Panzer (r);páncélkocsi
Panzer (r);páncél
Panzer (r);harckocsi
Panzerkasse (e);páncélszekrény
panzern;vértez
panzern;páncéloz
Panzerzug (r);páncélvonat
Papagei (r);papagáj
Papier;igazolvány
Papier;papír
Papier;papíros
Papier;irat
Papier;értékpapír
Papier (s);papíros
Papier (s);papír
Papier (s);irat
Papier (s);igazolvány
Papier (s);értékpapír
Papiermesser;papírvágó kés
Papiermesser (s);papírvágó kés
Pappband (r);kartonkötés
Pappdeckel (r);kéregpapír
Pappdeckel (r);karton
Pappe (e);papírlemez
Pappe (e);ragasztó
Pappe (e);pép
Pappe (e);keménypapír
Pappe (e);karton
Pappel (e);nyárfa
Pappendeckel (r);kéregpapír
Pappendeckel (r);karton
papperlapapp;lárifári
pappig;ragadós
pappig;ragacsos
Paprika (r);paprika
Paprikahuhn;paprikás csirke
Paprikahuhn (s);paprikás csirke
Paprikapulver;paprikapor
Paprikapulver;darált paprika
Papst (r);pápa
Paradeis (r);paradicsom
Parademarsch (r);díszmenet
Paradies;paradicsom
Paradies;éden
Paradies (s);paradicsom
Paradies (s);éden
Paragraph (r);szakasz
Paragraph (r);paragrafus
Paragraph (r);cikk
parallel;párhuzamos
Parallele (e);párhuzamos
Parallele (e);párhuzam
Pardon (r);megbocsátás
Pardon (r);kegyelem
Pardon (r);bocsánat
Parfümerie (e);illatszertár
parieren;kivéd
parieren;engedelmeskedik
parieren;elhárít
Paris;Párizs
Pariser (r);párizsi (ember)
Parität (e);paritás
Park (r);park
Parkanlage (e);park
parken;parkol
Parkett;parketta
Parkett;földszint
Parkett (s);parketta
Parkett (s);földszint (színház)
Parkettsitz (r);támlásszék (színház)
Parkplatz (r);parkolóhely
Parkwärter (r);parkőr
Parlament;parlament
Parlament;országgyűlés
